sample_ID,weight_g,length_cm,ab_fat,other_fat,total_fat,X100xfat_weight,Trigly,Total_Chol,HDL_Chol,UC,FFA,Glucose,LDL_plus_VLDL,MCP_1_phys,Insulin_ug_l,Glucose_Insulin,Leptin_pg_ml,Adiponectin,Aortic.lesions,Aneurysm,Aortic_cal_M,Aortic_cal_L,CoronaryArtery_Cal,Myocardial_cal,BMD_all_limbs,BMD_femurs_only
B6_135,42.8,10.2,1.84,2.04,3.88,9.065420561,59,1350,28,566,137,495,1322,59.514,NA,NA,NA,NA,256500,NA,0,0,0,0,0.0555,0.07755
B6_136,31,10,0.68,0.65,1.33,4.290322581,3,818,23,373,83,293,795,34.988,NA,NA,NA,NA,321250,NA,0,3,0,0,0.0505,0.0741
C3H_137,41.3,10.4,0.93,1.69,2.62,6.343825666,521,1310,57,554,203,513,1253,NA,NA,NA,NA,NA,75800,15,8,0,0,59,0.0545,0.08475
C3H_138,41.6,10.6,1.13,1.82,2.95,7.091346154,224,974,47,378,110,378,927,131.4,NA,NA,NA,NA,46100,16,8,0,1,67,0.062,0.09255
C3H_139,47.9,10.7,0.44,2.09,2.53,5.281837161,633,1374,69,581,211,651,1305,86.166,NA,NA,NA,NA,63,0,0,0,0,399,0.0592,0.0902
C3H_140,40.7,10.6,1.15,1.27,2.42,5.945945946,692,1355,59,574,201,513,1296,69.542,NA,NA,NA,NA,42500,4,6,0,0,48,0.0588,0.08335
F2_141,36,10.2,2.31,1.41,3.72,10.33333333,60,1023,36,397,99,354,987,109.12,675,0.524444444,57056.54,11.901,298000,24,3,0,0,3,0.055,0.0744
F2_142,24.5,9.9,0.4,0.25,0.65,2.653061224,38,942,27,405,95,324,915,132.174,728,0.445054945,9874.4,13.683,211500,0,0,0,0,0,0.0537,0.07405
F2_143,43.1,10.5,3.23,1.55,4.78,11.09048724,63,1148,39,515,125,494,1109,161.194,5353,0.0922847,264299.2,12.369,291000,0,0,1,0,0,0.0534,0.0684
F2_144,NA,NA,1.52,0.98,2.5,NA,29,1065,38,431,83,382,1027,130.456,409,0.93398533,23376.76,16.333,212750,0,0,0,0,2,0.0578,0.0791
F2_145,NA,NA,1.98,1.89,3.87,NA,36,1105,27,453,113,388,1078,112.564,569,0.681898067,121757.76,14.544,375750,27,3,0,0,0,0.0519,0.06535
F2_225,34.1,9.8,1.74,2.31,4.05,11.87683284,50,800,36,305,82,229,764,111.658,310,0.738709677,80283.54,17.734,417750,0,0,0,0,1,NA,NA
F2_226,29,9.9,1.49,1.61,3.1,10.68965517,53,1054,36,346,81,272,1018,101.148,397,0.685138539,23200.04,3.479,168250,122,25,0,2,7,0.0525,0.07375
F2_227,36,10.3,2.2,2.15,4.35,12.08333333,72,1500,25,517,104,419,1475,83.962,807,0.519206939,38309.1,4.064,149500,23,2,0,0,0,0.0552,0.07505
F2_228,42.8,9.9,3.6,3.21,6.81,15.91121495,240,1635,42,590,159,576,1593,175.25,2797,0.20593493,206529.2,7.306,65250,17,0,0,0,4,NA,NA
F2_229,53.4,10.5,1.49,2.8,4.29,8.033707865,237,1079,46,435,117,438,1033,177.942,4130,0.106053269,128495.32,2.743,98250,14,6,0,1,135,0.0576,0.08095
F2_230,45.3,10.5,1.75,2.07,3.82,8.432671082,114,1284,84,438,105,426,1200,85.832,2934,0.145194274,75809.5,2.872,80000,25,7,0,0,5,0.0632,0.08955
F2_175,48.9,10.9,2.18,3.43,5.61,11.47239264,95,873,56,259,57,358,817,329.102,3460,0.103468208,132790.84,5.204,128000,0,0,0,0,0,0.0566,0.0797
F2_176,49.1,10.4,1.61,3.61,5.22,10.63136456,87,1276,47,525,146,521,1229,199.896,7495,0.069513009,109383.44,6.324,260250,25,10,0,0,0,0.0565,0.0758
F2_177,55.5,10.6,1.2,3.65,4.85,8.738738739,90,1139,78,324,65,373,1061,138.098,2438,0.152994258,60136.48,3.539,69250,18,9,0,0,6,0.0557,0.0757
F2_178,55.7,10.6,1.35,2.79,4.14,7.432675045,107,860,95,254,60,397,765,116.748,5614,0.070716067,63083.62,3.668,237750,9,0,10,0,1,0.0593,0.0802
F2_179,48.6,10.3,1.33,2.28,3.61,7.427983539,103,817,78,259,62,348,739,172.376,6120,0.056862745,67388.16,4.39,124000,0,0,0,0,2,0.0567,0.0783
F2_180,41.8,10.2,2.63,2.79,5.42,12.96650718,85,1078,46,384,93,413,1032,93.966,1294,0.319165379,121768.04,10.074,210250,0,0,0,0,0,0.0593,0.08635
F2_346,44.8,10.6,1.18,2,3.18,7.098214286,110,1509,32,465,74,353,1477,189.62,6311,0.055934083,114185.38,8.349,125625,0,0,0,NA,NA,NA,NA
F2_347,47.7,10.7,1.6,2.54,4.14,8.679245283,104,1438,47,522,127,509,1391,451.404,3345,0.152167414,136925.44,6.185,114000,28,2,0,NA,NA,NA,NA
F2_348,46.8,10.7,1.78,2.17,3.95,8.44017094,184,982,71,371,97,496,911,147.586,3108,0.15958816,48514.3,8.217,23250,8,5,0,NA,NA,NA,NA
F2_349,49.7,10.4,1.52,3.1,4.62,9.295774648,104,768,39,259,70,381,729,203.946,1969,0.193499238,100306.26,14.122,284500,0,0,0,NA,NA,NA,NA
F2_350,44,10.5,1.48,2.35,3.83,8.704545455,104,1443,48,435,85,277,1395,275.782,1405,0.197153025,86119.52,7.258,145000,0,0,0,NA,NA,NA,NA
F2_351,42,10.6,1.3,NA,NA,NA,38,925,39,319,73,319,886,215.706,2176,0.146599265,109984.98,NA,215000,0,0,0,NA,NA,NA,NA
F2_352,49.4,10.3,1.18,2,3.18,6.437246964,91,1048,39,389,88,395,1009,240.54,5758,0.068600208,86981.98,8.924,235000,0,0,7,NA,NA,NA,NA
F2_353,50.8,10.9,1.08,2.53,3.61,7.106299213,72,1542,37,505,90,444,1505,243.04,9621,0.046149049,119242.6,NA,157750,24,5,0,NA,NA,NA,NA
F2_354,52.3,10.7,0.73,2.25,2.98,5.69789675,56,1167,70,343,57,352,1097,164.952,16750,0.021014925,163143.12,10.264,241500,6,0,2,NA,NA,NA,NA
F2_355,40.9,10.4,2.78,1.91,4.69,11.46699267,199,663,30,280,95,358,633,189.248,829,0.431845597,55794.9,12.134,109500,22,0,0,NA,NA,0.0564,0.07865
F2_356,NA,NA,2.37,2.99,5.36,NA,106,763,24,308,94,342,739,106.98,599,0.570951586,87964.28,20.894,117250,20,11,0,NA,NA,NA,NA
F2_357,45.7,10.8,4.45,2.69,7.14,15.62363239,44,1118,51,326,67,372,1067,130.184,1795,0.20724234,169716.36,NA,214750,27,5,0,NA,NA,NA,NA
F2_358,47.9,10.6,5.32,2.77,8.09,16.88935282,51,2484,30,867,136,529,2454,300.202,NA,NA,NA,NA,238000,26,1,0,NA,NA,NA,NA
F2_359,43.4,10.6,3.23,2.34,5.57,12.83410138,NA,NA,NA,NA,NA,NA,NA,205.428,1807,NA,111533.32,9.469,278000,12,7,9,NA,NA,NA,NA
C3H_360,35.6,10.5,1.97,1.46,3.43,9.634831461,211,1632,33,532,121,343,1599,167.054,1113,0.308176101,33529.46,10.327,NA,NA,NA,NA,NA,NA,0.0601,0.0858
C3H_361,35,10.6,2.49,1,3.49,9.971428571,209,1032,41,344,106,301,991,80.156,3009,0.100033234,35257.64,5.943,NA,NA,NA,NA,NA,NA,0.0578,0.0822
C3H_362,30.9,10.2,1.36,0.91,2.27,7.346278317,72,1240,35,384,89,289,1205,95.488,926,0.312095032,11375.9,8.533,NA,NA,NA,NA,NA,NA,0.059,0.0859
C3H_363,30.8,10.5,1.35,1.06,2.41,7.824675325,200,1384,30,504,138,363,1354,107.602,979,0.370786517,9193.5,6.325,NA,NA,NA,NA,NA,NA,0.0567,0.0794
F2_203,34.7,10.3,1.9,1.59,3.49,10.05763689,75,1505,55,499,91,410,1450,76.688,598,0.685618729,26021.62,8.778,311250,60,5,0,0,1,0.0569,0.0797
C3H_204,40.7,10.5,1.86,2.29,4.15,10.1965602,428,1130,54,435,149,562,1076,102.822,1661,0.338350391,78500.74,4.002,77900,4,4,0,6,13,0.0579,0.08525
C3H_205,45.2,10.4,0.74,2.14,2.88,6.371681416,911,1261,69,554,201,570,1192,95.704,9541,0.059742165,44125.58,3.856,84800,0,0,0,0,38,0.0572,0.08345
C3H_206,43.9,10.2,0.9,1.98,2.88,6.560364465,547,1292,63,526,184,572,1229,110.398,4637,0.123355618,58037.8,3.623,85100,12,11,3,15,126,0.0582,0.0886
F2_207,56.9,11,0.98,3.17,4.15,7.293497364,169,1696,47,569,115,506,1649,117.722,14028,0.036070716,108322.28,2.927,78750,26,1,0,0,15,0.0593,0.0824
F2_208,51.7,10.5,1.86,3.15,5.01,9.690522244,176,861,112,249,66,296,749,200.458,3581,0.082658475,140285.06,5.631,103750,43,0,2,0,0,0.0546,0.07675
F2_209,42.9,10.4,2.26,2.54,4.8,11.18881119,129,1424,48,522,135,456,1376,60.614,1966,0.231943032,106657.66,6.615,257500,74,14,0,0,0,0.0567,0.0786
F2_210,38.5,10.5,1.05,1.57,2.62,6.805194805,585,1151,20,403,104,368,1131,57.12,2494,0.14755413,13607.3,4.516,15313,0,0,0,0,0,0.0494,0.06785
F2_211,40,9.7,3.48,2.64,6.12,15.3,193,1097,35,363,95,347,1062,60.4,1459,0.237834133,27777.38,11.085,319000,22,3,0,0,0,0.0568,0.0815
F2_212,35.4,9.8,2.31,2.34,4.65,13.13559322,67,1604,26,600,138,393,1578,143.988,547,0.718464351,61563.78,20.195,390000,28,2,0,0,0,0.0542,0.0782
F2_213,39.6,10.3,3.39,2.35,5.74,14.49494949,462,1691,28,652,198,727,1663,134.378,1129,0.643932684,41969.9,9.13,144750,0,0,0,2,7,0.0545,0.0825
F2_1,42.8,9.6,2.75,3.13,5.88,13.73831776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205000,8,3,0,0,1,NA,NA
F2_2,38,10.5,3.81,2.78,6.59,17.34210526,14,1646,34,668,132,499,1612,202.82,NA,NA,NA,NA,224500,56,5,0,0,0,NA,NA
F2_3,33.5,10.8,1.7,2.05,3.75,11.19402985,109,1216,27,402,96,397,1189,138.232,944,0.420550847,15148.76,14.339,296250,8,4,NA,0,0,NA,NA
F2_4,51.5,11.3,0.94,3.22,4.16,8.077669903,156,1382,46,517,147,590,1336,188.5,9300,0.06344086,21409.58,4.894,171000,12,10,NA,0,8,NA,NA
F2_5,59.2,11.5,1.37,4.03,5.4,9.121621622,261,1563,55,585,140,594,1508,221.592,NA,NA,NA,NA,49375,64,9,NA,0,62,NA,NA
F2_6,51.5,11,1.66,2.35,4.01,7.786407767,134,1823,51,718,161,758,1772,137.462,NA,NA,NA,NA,65000,8,9,NA,2,3,NA,NA
F2_7,56.5,11.2,1.1,2.6,3.7,6.548672566,192,1589,57,687,172,734,1532,246.606,20538,0.035738631,27676.56,8.664,144500,0,0,NA,0,0,NA,NA
F2_8,48.5,10.7,0.94,2.22,3.16,6.515463918,79,1265,59,371,85,406,1206,229.812,NA,NA,NA,NA,122500,32,9,NA,0,35,NA,NA
F2_9,52.7,11.3,2.08,2.74,4.82,9.146110057,96,1375,75,438,92,423,1300,148.444,4435,0.095377678,NA,NA,118125,0,0,NA,0,0,NA,NA
F2_10,58.4,12,1.79,2.77,4.56,7.808219178,134,1567,45,625,153,564,1522,262.336,22267,0.025328962,NA,NA,NA,54,17,NA,0,53,NA,NA
F2_11,45.8,10.5,1.84,2.54,4.38,9.563318777,75,1830,45,773,167,595,1785,240.766,NA,NA,NA,NA,158125,10,7,NA,0,0,NA,NA
F2_12,51,11.4,1.77,2.46,4.23,8.294117647,95,1200,42,495,137,489,1158,163.96,11307,0.043247546,12263.32,4.023,124375,6,6,NA,2,0,NA,NA
F2_13,57.3,11.7,1.5,2.7,4.2,7.329842932,128,1447,42,478,89,364,1405,211.566,NA,NA,NA,NA,224250,20,2,NA,0,0,NA,NA
F2_14,33.9,10,1.29,1.67,2.96,8.731563422,2,834,17,354,98,424,817,161.552,632,0.670886076,6188.74,15.439,486313,27,12,NA,1,8,NA,NA
F2_15,44.3,10.3,3.62,3.34,6.96,15.71106095,71,1565,41,536,111,557,1524,115.5,3326,0.167468431,18400.26,11.124,180750,0,0,NA,0,4,NA,NA
F2_16,53.4,11.2,1.08,3.41,4.49,8.4082397,63,1655,69,658,149,652,1586,139.778,4659,0.139944194,16088.92,6.663,122500,24,9,NA,0,4,NA,NA
F2_17,48.1,10.6,2.63,2.92,5.55,11.53846154,54,992,42,352,99,344,950,114.502,3081,0.111652061,21059.52,10.312,163844,0,0,0,0,0,NA,NA
F2_18,52.8,11.4,1.62,3.07,4.69,8.882575758,71,1022,36,390,101,380,986,280.014,2137,0.177819373,11320.3,6.602,50500,48,11,NA,0,0,NA,NA
F2_19,32.9,9.7,2.08,1.85,3.93,11.94528875,55,1060,41,411,115,382,1019,148.868,426,0.896713615,8438.7,16.842,113000,0,0,NA,0,0,NA,NA
F2_20,44.8,10.3,3.72,3.2,6.92,15.44642857,34,1172,39,448,111,456,1133,126.012,2906,0.156916724,41801.54,13.498,166750,6,0,NA,0,0,NA,NA
F2_21,30.4,9.6,1.51,1.69,3.2,10.52631579,24,1018,18,513,135,432,1000,179.174,616,0.701298701,7976.48,18.802,496250,28,6,NA,3,0,NA,NA
F2_22,47.6,10.4,1.61,2.72,4.33,9.096638655,27,1320,30,580,128,544,1290,166.472,7567,0.071891106,21099.4,10.424,309750,15,7,NA,0,0,NA,NA
F2_23,36.9,10,2.07,2.8,4.87,13.19783198,198,1530,36,636,161,541,1494,97.506,920,0.588043478,24133.54,14.511,234000,28,8,NA,0,0,NA,NA
F2_24,39.5,10,2.79,2.62,5.41,13.69620253,186,1434,23,517,122,465,1411,211.318,1895,0.245382586,52360,13.813,267500,33,8,NA,0,1,NA,NA
F2_25,39.1,9.8,1.3,4.15,5.45,13.93861893,128,1316,35,522,135,477,1281,150.434,264,1.806818182,114960,11.453,268250,23,9,2,0,0,NA,NA
F2_26,42.5,9.9,2.68,4.56,7.24,17.03529412,357,1758,56,644,169,663,1702,191.716,7293,0.090909091,126880,14.118,198000,0,0,0,0,0,NA,NA
F2_27,53.8,11,0.9,2.56,3.46,6.431226766,169,1582,52,539,99,416,1530,171.582,29699,0.014007206,81680,5.806,239750,12,5,NA,0,0,NA,NA
F2_28,35.7,10.7,1.78,2.23,4.01,11.232493,136,1255,34,444,92,483,1221,132.238,3458,0.139676113,66240,8.49,144500,31,9,0,0,0,NA,NA
F2_29,46.5,10.7,0.89,2.38,3.27,7.032258065,194,1506,53,511,114,447,1453,362.996,3866,0.115623383,51840,8.224,148000,0,0,0,0,0,NA,NA
F2_30,49.2,10.7,0.98,2.31,3.29,6.68699187,228,1496,57,529,139,559,1439,128.966,12556,0.044520548,47520,6.387,150500,33,3,0,0,0,NA,NA
F2_31,48.8,10.4,0.96,2,2.96,6.06557377,66,1335,46,460,90,459,1289,400.114,8201,0.055968784,99620,9.116,183750,0,0,0,0,0,NA,NA
F2_32,43.1,10.1,2.57,2.67,5.24,12.15777262,410,1966,47,696,140,661,1919,159.608,1526,0.433158585,82500,10.402,249250,34,4,0,0,0,NA,NA
F2_33,46.9,10.3,1.88,2.6,4.48,9.552238806,218,2053,57,657,126,550,1996,145.474,14085,0.039048633,92560,7.969,103500,0,0,0,0,1,NA,NA
F2_34,54.2,10.7,1.79,3.45,5.24,9.667896679,226,1411,40,528,106,427,1371,142.912,29699,0.014377588,145560,5.131,163250,56,5,0,0,5,NA,NA
F2_35,59.4,10.4,2.75,3.87,6.62,11.14478114,79,2747,54,1289,203,780,2693,275.108,11998,0.065010835,172480,5.455,152250,34,6,0,0,4,NA,NA
F2_36,38.8,10,2.44,2.27,4.71,12.13917526,82,1851,47,578,87,384,1804,75.338,854,0.449648712,62600,15.652,126880,6,0,0,0,0,NA,NA
F2_60,51.2,10.1,1.06,2.88,3.94,7.6953125,335,2104,48,847,208,866,2056,253.53,29699,0.029159231,108120,4.156,69000,10,2,0,NA,NA,NA,NA
F2_61,37.3,10.2,0.95,1.56,2.51,6.72922252,56,1169,37,418,98,398,1132,239.458,824,0.483009709,15380,5.48,140750,36,3,2,NA,NA,NA,NA
F2_62,46.2,10.9,1.25,2.04,3.29,7.121212121,104,1364,55,501,141,487,1309,255.022,5407,0.09006843,56740,4.4,128500,59,20,0,NA,NA,NA,NA
F2_63,43.2,10.5,1.89,3.97,5.86,13.56481481,38,1508,43,582,136,489,1465,125.6,1860,0.262903226,73080,7.065,273250,48,4,0,NA,NA,NA,NA
F2_64,38.7,10.7,1.55,3.38,4.93,12.73901809,108,1496,47,477,100,438,1449,147.612,360,1.216666667,47620,8.479,148500,10,2,0,NA,NA,NA,NA
F2_65,40.4,10.5,1.71,4.44,6.15,15.22277228,72,1492,36,456,91,466,1456,127.382,1125,0.414222222,88200,8.992,235250,33,0,0,NA,NA,NA,NA
F2_66,38.9,9.8,1.59,4.21,5.8,14.91002571,98,2014,36,695,131,568,1978,154.75,1343,0.42293373,84800,10.305,114500,23,6,0,NA,NA,NA,NA
F2_67,32.1,9.9,0.89,2.77,3.66,11.40186916,42,771,24,252,56,298,747,88.344,504,0.591269841,122200,6.17,484750,0,0,3,NA,NA,NA,NA
F2_68,32,9.9,1.54,2.75,4.29,13.40625,70,1391,30,568,144,472,1361,114.75,911,0.518111965,24720,9.374,274750,39,15,21,NA,NA,NA,NA
F2_69,34.9,9.9,1.6,3.22,4.82,13.81088825,80,829,59,230,60,292,770,91.028,560,0.521428571,46340,6.85,109250,12,2,3,NA,NA,NA,NA
F2_70,23.9,9.8,0.53,1.4,1.93,8.075313808,80,857,36,364,110,426,821,125.6,420,1.014285714,6560,8.827,470500,4,0,17,NA,NA,NA,NA
F2_71,40.9,10,NA,4.66,NA,NA,38,1895,38,649,112,497,1857,169.296,NA,NA,NA,NA,271750,5,4,3,NA,NA,NA,NA
F2_72,30.9,9.7,1.67,2.43,4.1,13.26860841,44,840,29,312,74,367,811,154.896,599,0.612687813,37800,9.239,422250,3,0,0,NA,NA,NA,NA
F2_73,59.2,11.1,1.51,4.1,5.61,9.476351351,82,1714,41,680,159,592,1673,823.048,29699,0.019933331,79840,3.295,211250,24,4,0,NA,NA,NA,NA
F2_74,50.1,10.7,1.04,3.2,4.24,8.463073852,143,1679,41,546,122,509,1638,153.874,9320,0.054613734,72760,3.566,207750,32,3,2,NA,NA,NA,NA
F2_75,49.6,11.5,0.68,3.08,3.76,7.580645161,101,1689,40,651,142,610,1649,261.248,4684,0.130230572,51360,2.813,169000,40,10,14,NA,NA,NA,NA
F2_76,51.3,11.2,1.28,3.74,5.02,9.785575049,64,1402,52,554,152,510,1350,340.162,15262,0.033416328,75600,3.49,238000,64,5,0,NA,NA,NA,NA
F2_77,45.6,11,3.64,3.93,7.57,16.60087719,87,1276,27,456,122,398,1249,93.168,1478,0.269282815,75400,4.71,382500,15,3,13,NA,NA,NA,NA
F2_78,37.1,10,1.79,2.19,3.98,10.7277628,108,1112,25,436,126,436,1087,123.392,1166,0.373927959,20900,5.767,86000,6,4,0,NA,NA,NA,NA
F2_79,38.7,11,2.68,2.34,5.02,12.97157623,63,1146,43,384,108,435,1103,117.01,1647,0.264116576,33620,4.676,316500,0,2,11,NA,NA,NA,NA
F2_80,42.7,10.5,4.1,4.74,8.84,20.70257611,41,1382,26,505,96,394,1356,110.806,3239,0.121642482,66480,4.82,197500,18,0,0,NA,NA,NA,NA
F2_81,33.7,10.2,1.86,2.38,4.24,12.58160237,77,1063,27,403,102,355,1036,81.628,1549,0.229180116,47660,6.102,291000,52,10,0,NA,NA,NA,NA
F2_82,42.9,11,1.32,1.64,2.96,6.8997669,62,1568,53,547,137,570,1515,163.398,668,0.853293413,NA,NA,242750,52,2,7,NA,NA,NA,NA
F2_83,39,10.5,3.93,2.18,6.11,15.66666667,47,1726,39,591,130,522,1687,91.788,1118,0.466905188,63940,7.111,423750,32,4,8,NA,NA,NA,NA
F2_37,25.7,9.4,0.42,0.6,1.02,3.968871595,109,1305,23,443,97,430,1282,269.608,653,0.658499234,17100,12.47,121000,0,0,0,0,3,NA,NA
F2_38,26.5,9.4,0.65,0.99,1.64,6.188679245,69,1083,23,435,104,462,1060,98.794,485,0.95257732,20520,10.666,299000,27,1,0,1,4,NA,NA
F2_39,50.3,10.4,1.32,2.47,3.79,7.534791252,134,1832,49,552,103,409,1783,182.484,23634,0.017305577,76900,4.645,70250,3,0,0,0,4,NA,NA
F2_181,31.2,10.2,1.34,1.15,2.49,7.980769231,74,1353,52,370,60,339,1301,155.822,385,0.880519481,36938.46,7.249,342500,36,4,0,0,0,0.0549,0.07915
F2_182,36,10.1,2.96,2.01,4.97,13.80555556,40,1026,62,286,53,341,964,68.874,454,0.751101322,58917.6,8.2,163000,0,0,0,0,0,0.0543,0.0719
F2_183,50.2,10.7,1.55,2.55,4.1,8.167330677,37,855,42,268,63,229,813,146.846,1448,0.158149171,89386.56,6.674,411500,12,0,0,0,0,0.0569,0.08085
F2_184,52.1,11,0.61,2.13,2.74,5.259117083,152,1232,78,420,107,405,1154,164.942,6430,0.062986003,68329.66,4.049,219250,24,3,0,0,1,0.0609,0.0869
F2_185,43.4,10.9,1.49,2.37,3.86,8.894009217,139,946,39,326,89,405,907,67.14,947,0.427666315,67841.8,6.866,266500,40,7,0,7,13,0.0552,0.07925
F2_186,39.3,10.4,1.28,1.67,2.95,7.506361323,44,851,53,296,66,303,798,79.868,1964,0.154276986,61515.86,4.981,112500,0,0,0,0,4,0.0602,0.0796
F2_187,40.9,10.3,3.04,2.43,5.47,13.37408313,79,1169,60,415,98,402,1109,112.106,2243,0.179224253,110412.14,8.23,184000,0,0,0,0,0,0.0561,0.0832
F2_188,31.5,10.4,1.06,1.38,2.44,7.746031746,56,1011,38,349,84,326,973,110.698,733,0.444747613,38630.06,11.512,203250,16,3,0,3,12,0.0582,0.0717
F2_189,36.4,10.5,2.08,2.16,4.24,11.64835165,64,1008,48,347,96,399,960,68.598,534,0.747191011,72381.04,10.741,218000,20,6,0,0,0,0.0546,0.08255
F2_190,41.4,10.5,3.6,2.14,5.74,13.8647343,52,1694,50,623,116,416,1644,105.68,2519,0.165144899,198754.98,30.108,422000,25,3,0,0,0,0.0565,0.0825
F2_191,40.9,10.4,3.2,2.5,5.7,13.93643032,256,1538,46,565,130,511,1492,104,2935,0.174105622,130294.1,8.401,144000,0,0,0,9,5,0.0555,0.0787
F2_192,41.4,10.2,2.9,2.01,4.91,11.85990338,69,1035,41,338,77,291,994,105.55,1236,0.235436893,117591.48,7.249,199000,22,4,0,0,0,0.0583,0.08655
F2_193,36.4,10.2,2.96,2.01,4.97,13.65384615,37,1224,30,470,108,422,1194,83.696,991,0.425832492,187192.68,21.957,289750,20,5,0,0,0,0.0505,0.0712
F2_194,38,10.3,2.68,2.04,4.72,12.42105263,47,1296,40,483,113,445,1256,85.032,670,0.664179104,61364.68,9.179,249250,32,3,0,0,0,0.0577,0.0812
F2_195,25.3,10.2,0.17,0.15,0.32,1.264822134,66,1356,23,487,94,334,1333,105.422,273,1.223443223,2492.7,6.28,98000,15,13,0,0,0,0.0556,0.07905
F2_196,48.8,10.7,1.51,2.21,3.72,7.62295082,142,1219,54,390,76,347,1165,124.694,3713,0.093455427,61938.34,4.329,83000,0,0,0,0,0,0.0598,0.088
F2_197,43.7,10.7,1.39,2.44,3.83,8.764302059,105,1002,82,301,72,302,920,44.116,2062,0.146459748,48914.66,3.745,251000,30,0,0,0,0,0.0564,0.079
F2_198,41.6,10.4,0.85,1.67,2.52,6.057692308,142,2147,111,649,84,390,2036,97.044,2599,0.150057715,48666.46,4.013,46500,12,0,0,0,0,0.0544,0.08105
F2_199,44.8,10.5,1.61,2.13,3.74,8.348214286,118,868,69,293,67,369,799,46.818,6208,0.059439433,119780.18,3.817,131250,42,7,0,0,0,0.0547,0.07665
F2_200,45.6,10.8,3.8,2.55,6.35,13.9254386,204,1218,33,512,159,478,1185,86.164,1573,0.30387794,158479.3,10.062,160750,33,7,0,0,0,0.063,0.0935
F2_201,50.1,10.7,5.07,3.58,8.65,17.26546906,136,1472,39,483,94,373,1433,121.91,5105,0.073065622,311297.8,NA,222250,16,5,0,0,0,0.0569,0.0792
F2_202,40.2,10.4,3.4,2.45,5.85,14.55223881,66,954,26,416,106,320,928,222.356,1476,0.216802168,122653.24,13.272,269000,0,0,0,0,0,0.0547,0.07665
F2_215,46.3,10.4,2.05,2.56,4.61,9.956803456,47,1465,29,531,119,478,1436,142.37,6906,0.069215175,108934.78,8.239,282750,25,4,0,0,0,0.0595,0.0851
F2_214,31,9.7,1.67,1.5,3.17,10.22580645,59,1066,15,464,139,364,1051,136.756,466,0.78111588,23191.36,8.391,666750,68,0,0,0,0,0.0508,0.0671
F2_216,46.4,10.4,1.26,1.8,3.06,6.594827586,168,1473,48,559,154,532,1425,108.192,10639,0.0500047,95554.66,2.874,81000,0,0,0,0,0,0.0554,0.0769
F2_217,48.4,10.5,0.71,2.24,2.95,6.095041322,254,1868,45,678,139,518,1823,168.872,4706,0.110072248,60077.2,4.836,99750,68,11,0,0,0,0.0526,0.0738
F2_218,44.3,9.9,1.04,2.74,3.78,8.532731377,104,1838,69,668,157,566,1769,128.098,8172,0.069260891,121461.38,2.916,180750,40,15,0,0,1,0.0546,0.07545
F2_219,52.8,10.5,1.49,2.5,3.99,7.556818182,211,1871,50,801,220,566,1821,120.644,11249,0.050315584,32310.06,3.077,261500,42,14,0,1,72,0.0617,0.0818
F2_220,49.2,10.7,1.14,1.93,3.07,6.239837398,55,1498,51,570,121,409,1447,114.918,5758,0.071031608,76969.84,1.555,158500,35,6,0,2,0,0.0568,0.08015
F2_221,43.3,10.1,4.41,2.7,7.11,16.42032333,55,1501,27,587,129,414,1474,112.426,977,0.423746162,163032.58,9.376,261500,31,13,0,4,0,0.0548,0.08405
F2_222,NA,NA,2.8,2.69,5.49,NA,25,1100,27,442,87,385,1073,78.584,582,0.661512027,111583.74,8.583,470000,22,9,6,0,23,0.057,0.08135
F2_223,36.2,10.2,2.18,2.55,4.73,13.06629834,60,1188,31,413,101,370,1157,119.248,1151,0.3214596,56629.96,5.309,NA,NA,NA,NA,0,0,0.0567,0.08315
F2_224,37.3,10,3.07,2.36,5.43,14.55764075,79,811,26,259,60,258,785,128.792,333,0.774774775,40867.7,6.171,168000,80,16,0,4,1,0.0497,0.06935
F2_146,64.4,11.7,2.44,2.06,4.5,6.98757764,438,1671,48,692,182,703,1623,137.85,5645,0.124534987,130230.86,6.001,165250,13,1,5,0,0,0.0567,0.07955
F2_147,47.8,11.1,1.5,1.92,3.42,7.154811715,88,793,52,266,59,290,741,126.17,2632,0.110182371,42125.16,5.788,129500,15,0,0,0,0,0.0586,0.0772
F2_148,44.87,10.7,1.35,2.28,3.63,8.090037887,48,1071,59,340,65,342,1012,173.04,3367,0.101574102,99486.88,9.3,116750,0,0,0,0,2,0.0531,0.06955
F2_149,49.4,11,1.37,2.53,3.9,7.894736842,53,1216,57,502,139,451,1159,249.496,1697,0.265763111,80689.72,9.502,468500,54,7,0,0,3,0.0587,0.0781
F2_150,47.4,10.6,2.19,2.33,4.52,9.535864979,41,1135,40,419,82,329,1095,129.024,868,0.379032258,85032.46,6.761,242750,18,1,0,0,0,0.0573,0.0754
F2_151,50.7,11.2,0.82,1.88,2.7,5.325443787,119,1291,49,508,128,461,1242,197.442,8481,0.054356798,41683.82,5.36,75750,11,5,0,0,9,0.0569,0.08175
F2_152,51.6,11.1,0.7,2.01,2.71,5.251937984,79,1670,69,734,164,553,1601,284.418,15242,0.036281328,51437.38,5.465,210000,0,0,0,0,1,0.0664,0.0915
F2_153,51.6,11,2.33,2.6,4.93,9.554263566,45,1423,60,545,113,436,1363,114.976,2038,0.213935231,76830.3,22.932,147250,7,6,0,0,1,0.0653,0.08875
